trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 1.0}",30,0,-183.39727696836925,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
2,False,"{'a': 0.7, 'e': 0.7071067811865475}",30,0,-131.0282267632916,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.7, 'e': 0.5773502691896258}",35,0,-145.21599506683202,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
4,False,"{'a': 0.7, 'e': 0.5}",25,12,-57.66023709405564,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 0}",1
5,False,"{'a': 0.7, 'e': 0.4472135954999579}",20,0,-64.74172736815915,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
6,False,"{'a': 0.7, 'e': 0.4082482904638631}",25,6,-34.36000544809009,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
7,False,"{'a': 0.7, 'e': 0.3779644730092272}",20,0,8.556914102885873,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.7, 'e': 0.35355339059327373}",25,0,-15.423253872247802,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
9,False,"{'a': 0.7, 'e': 0.3333333333333333}",25,0,-55.45295622633133,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
10,False,"{'a': 0.7, 'e': 0.31622776601683794}",20,2,-50.31328484787585,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
11,False,"{'a': 0.7, 'e': 0.30151134457776363}",30,0,-87.42154379631305,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.7, 'e': 0.2886751345948129}",20,0,-51.35146779126128,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.7, 'e': 0.2773500981126146}",25,0,-29.84960664356406,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.7, 'e': 0.2672612419124244}",20,0,28.86718088483871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.7, 'e': 0.2581988897471611}",20,2,16.16739196075661,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.7, 'e': 0.25}",20,0,-40.4720948557489,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
17,False,"{'a': 0.7, 'e': 0.24253562503633297}",20,0,29.00977648836156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.7, 'e': 0.23570226039551587}",20,0,-25.00557401979479,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
19,False,"{'a': 0.7, 'e': 0.22941573387056174}",20,6,-60.22684911577575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
20,False,"{'a': 0.7, 'e': 0.22360679774997896}",25,18,10.623168977080098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.7, 'e': 0.2182178902359924}",30,0,23.735143382442992,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
22,False,"{'a': 0.7, 'e': 0.21320071635561041}",20,6,15.27106427969235,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.7, 'e': 0.20851441405707477}",25,8,-9.790293295680396,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
24,False,"{'a': 0.7, 'e': 0.20412414523193154}",35,0,-20.16589717124159,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
25,False,"{'a': 0.7, 'e': 0.2}",35,21,15.437297273040958,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
26,False,"{'a': 0.7, 'e': 0.19611613513818404}",25,13,-0.8994892436446054,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.7, 'e': 0.19245008972987526}",20,4,-13.131225131989982,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.7, 'e': 0.1889822365046136}",25,11,26.29632517135905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.7, 'e': 0.18569533817705186}",30,13,31.218262260800493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.7, 'e': 0.18257418583505536}",30,5,-82.80541011315874,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",1
31,False,"{'a': 0.7, 'e': 0.1796053020267749}",35,17,-32.575084399330805,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 0.7, 'e': 0.17677669529663687}",20,13,12.46164836811061,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.7, 'e': 0.17407765595569785}",20,0,21.05251545447104,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.7, 'e': 0.17149858514250882}",25,18,12.023322346107502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.7, 'e': 0.1690308509457033}",20,14,-10.509113188968888,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
36,False,"{'a': 0.7, 'e': 0.16666666666666666}",30,0,-82.2127298330602,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
37,False,"{'a': 0.7, 'e': 0.1643989873053573}",25,9,16.782226901412646,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.7, 'e': 0.16222142113076254}",20,4,-49.740782263502645,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
39,False,"{'a': 0.7, 'e': 0.16012815380508713}",20,10,15.794979131504006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.7, 'e': 0.15811388300841897}",20,14,9.502580609472552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.15617376188860607}",20,9,16.60357336943118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.7, 'e': 0.1543033499620919}",25,9,8.317960969196132,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
43,False,"{'a': 0.7, 'e': 0.15249857033260467}",25,0,-12.890279668153028,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
44,False,"{'a': 0.7, 'e': 0.15075567228888181}",20,8,23.494789792369083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.7, 'e': 0.14907119849998599}",30,0,8.535419101347884,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
46,False,"{'a': 0.7, 'e': 0.14744195615489714}",25,0,17.48410458577314,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.7, 'e': 0.14586499149789456}",20,12,16.799201819359524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.7, 'e': 0.14433756729740646}",30,18,24.07354096542773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.7, 'e': 0.14285714285714285}",35,14,13.237323402796852,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
50,False,"{'a': 0.7, 'e': 0.1414213562373095}",30,12,1.1209656190818866,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
51,False,"{'a': 0.7, 'e': 0.14002800840280097}",30,23,9.249726068535974,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.7, 'e': 0.1386750490563073}",20,13,13.048018709712597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.7, 'e': 0.13736056394868904}",25,17,-28.844498401418647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
54,False,"{'a': 0.7, 'e': 0.13608276348795434}",35,25,12.306512437392483,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.7, 'e': 0.13483997249264842}",35,17,33.36491812725929,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.7, 'e': 0.1336306209562122}",30,6,21.227392519332003,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.7, 'e': 0.13245323570650439}",20,0,4.000800694004622,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
58,False,"{'a': 0.7, 'e': 0.13130643285972254}",20,0,7.12058947200968,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
59,False,"{'a': 0.7, 'e': 0.13018891098082389}",25,8,30.905027565707933,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.7, 'e': 0.12909944487358055}",20,9,5.976582839547151,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.7, 'e': 0.12803687993289598}",25,7,25.631870552780615,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.7, 'e': 0.1270001270001905}",30,13,7.022986245702694,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.7, 'e': 0.1259881576697424}",20,0,8.075870705912077,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.7, 'e': 0.125}",30,18,24.727110430725816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.7, 'e': 0.12403473458920847}",35,24,19.1887121076121,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.7, 'e': 0.12309149097933272}",25,11,23.303340156545463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.7, 'e': 0.12216944435630522}",25,13,-41.65882769409085,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
68,False,"{'a': 0.7, 'e': 0.12126781251816648}",30,4,29.988402043490815,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.7, 'e': 0.1203858530857692}",20,10,16.830573257199234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.7, 'e': 0.11952286093343936}",20,1,-13.835427231126792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
71,False,"{'a': 0.7, 'e': 0.11867816581938533}",20,16,10.497969002606684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.7, 'e': 0.11785113019775793}",20,0,28.22596787837083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.7, 'e': 0.11704114719613057}",25,9,25.45239022501305,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.7, 'e': 0.11624763874381928}",20,15,7.707614084521506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.7, 'e': 0.11547005383792514}",25,7,27.53504206797271,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.7, 'e': 0.11470786693528087}",25,17,13.06657843758753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.7, 'e': 0.11396057645963795}",20,4,19.218951120561705,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.7, 'e': 0.11322770341445956}",25,9,26.009313447375472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.7, 'e': 0.1125087900926024}",20,0,-12.427339061782552,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
80,False,"{'a': 0.7, 'e': 0.11180339887498948}",25,18,10.720521489433501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.7, 'e': 0.1111111111111111}",20,12,13.041703350595066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.7, 'e': 0.11043152607484653}",25,7,9.01930050957906,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.7, 'e': 0.10976425998969035}",30,13,14.422908225572046,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.7, 'e': 0.1091089451179962}",20,0,1.2479391113785163,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
85,False,"{'a': 0.7, 'e': 0.10846522890932808}",35,18,29.886186652759346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.7, 'e': 0.10783277320343841}",30,5,31.410449375173577,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.7, 'e': 0.10721125348377948}",25,7,33.135118919883226,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.7, 'e': 0.10660035817780521}",30,18,21.25702939713327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.7, 'e': 0.105999788000636}",25,0,5.58119263344979,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
90,False,"{'a': 0.7, 'e': 0.10540925533894598}",30,21,17.761828627899124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.7, 'e': 0.10482848367219183}",35,12,27.571989369769277,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.7, 'e': 0.10425720702853739}",20,13,13.123124565058195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.7, 'e': 0.10369516947304253}",30,16,14.604552016459463,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.7, 'e': 0.10314212462587934}",20,5,24.332056586403457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.7, 'e': 0.10259783520851541}",30,11,-27.508996335865064,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.7, 'e': 0.10206207261596577}",25,8,24.745125426460906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.7, 'e': 0.10153461651336192}",25,13,11.327909672768671,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.7, 'e': 0.10101525445522107}",30,15,30.520047866185045,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.7, 'e': 0.10050378152592121}",20,7,-1.198954114600323,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
100,False,"{'a': 0.7, 'e': 0.1}",30,15,29.859411012227724,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.7, 'e': 0.09950371902099892}",20,5,25.08170603966542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.7, 'e': 0.09901475429766744}",20,3,15.116135559514051,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.7, 'e': 0.09853292781642932}",30,3,-58.90541998323084,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
104,False,"{'a': 0.7, 'e': 0.09805806756909202}",20,0,25.551979979206788,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.7, 'e': 0.09759000729485333}",20,7,19.952720415526016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.7, 'e': 0.09712858623572641}",25,10,22.737917915586067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.7, 'e': 0.09667364890456635}",25,0,35.31922129411939,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.7, 'e': 0.09622504486493763}",20,0,29.085190760652942,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.7, 'e': 0.09578262852211514}",25,20,8.900919894276903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.7, 'e': 0.09534625892455924}",25,14,19.195072189259243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.7, 'e': 0.0949157995752499}",20,13,13.568264540214656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.7, 'e': 0.0944911182523068}",25,10,17.877772573904714,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.7, 'e': 0.09407208683835973}",20,6,5.123689650797102,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.7, 'e': 0.0936585811581694}",25,0,11.35502775118767,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.7, 'e': 0.09325048082403138}",25,5,3.695827385987,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.7, 'e': 0.09284766908852593}",20,0,30.258842069115765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.7, 'e': 0.09245003270420485}",20,0,4.241630167873472,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.7, 'e': 0.09205746178983235}",25,17,13.955266925715744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.7, 'e': 0.09166984970282113}",25,3,35.63964691471936,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.7, 'e': 0.09128709291752768}",20,6,28.64829361786881,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.7, 'e': 0.09090909090909091}",20,4,-24.777769985627145,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.7, 'e': 0.09053574604251853}",20,0,21.181999816952583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.7, 'e': 0.09016696346674323}",20,13,12.42994569677802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.7, 'e': 0.08980265101338746}",25,20,9.558580526281393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.7, 'e': 0.08944271909999159}",20,8,22.235753029296266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.7, 'e': 0.0890870806374748}",30,14,28.40964549564025,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.7, 'e': 0.08873565094161139}",25,2,-37.9058434086603,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
128,False,"{'a': 0.7, 'e': 0.08838834764831843}",20,10,6.9134320109934855,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.7, 'e': 0.08804509063256238}",20,13,15.945695077141284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.7, 'e': 0.08770580193070293}",25,16,1.6135308527751868,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.7, 'e': 0.0873704056661038}",30,21,13.919668193630914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.7, 'e': 0.08703882797784893}",20,6,14.546081984480221,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.086710996952412}",20,1,19.74071271680279,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.7, 'e': 0.08638684255813601}",20,9,20.278769558337565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.7, 'e': 0.08606629658238704}",25,17,19.303453611782693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.7, 'e': 0.08574929257125441}",20,0,20.272190437786207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.7, 'e': 0.0854357657716761}",35,5,48.21564760339974,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.7, 'e': 0.08512565307587486}",25,6,26.968118099168798,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.08481889296799709}",25,15,6.4903452634524035,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.7, 'e': 0.08451542547285165}",20,14,12.137919957767625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.7, 'e': 0.0842151921066519}",20,0,22.646307877642474,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.7, 'e': 0.08391813582966891}",25,18,11.643850317475225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.08362420100070908}",30,6,41.96770540667265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.7, 'e': 0.08333333333333333}",25,13,-0.7095120858900577,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.7, 'e': 0.08304547985373997}",30,20,18.79897395722646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.0827605888602368}",30,24,11.777794970079546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.08247860988423225}",25,15,17.24176971600736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.08219949365267865}",20,14,11.305774769339829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.08192319205190406}",30,0,42.83103079821432,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.7, 'e': 0.08164965809277261}",35,15,30.191417898759337,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.08137884587711594}",25,9,16.293679847335827,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.08111071056538127}",20,5,25.448772967319147,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.08084520834544433}",20,0,3.5623012774744813,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.7, 'e': 0.08058229640253803}",25,0,33.58035743680098,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.7, 'e': 0.08032193289024989}",20,0,33.168405571444005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.7, 'e': 0.08006407690254357}",20,6,13.387904129039908,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.7, 'e': 0.07980868844676221}",30,17,23.59794738361042,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.079555728417573}",20,3,16.53828258832413,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.7, 'e': 0.07930515857181442}",25,18,13.412803398464511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.7, 'e': 0.07905694150420949}",20,11,5.688554339764686,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.07881104062391006}",25,13,21.680289630676533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.07856742013183861}",20,9,18.68416806451741,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.07832604499879574}",35,23,26.466245487963867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.07808688094430304}",20,13,14.34915869234042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.0778498944161523}",30,18,21.331613892390024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.07761505257063328}",20,8,20.805620099955927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.07738232325341368}",25,5,35.40189419516228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.07715167498104596}",20,10,15.590925089460267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.7, 'e': 0.07692307692307693}",25,7,18.745153134307216,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.07669649888473704}",20,4,28.01100120056289,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.07647191129018725}",20,14,12.404172885708945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.07624928516630233}",20,13,12.268618006545305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.07602859212697055}",20,0,20.226588679649403,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.7, 'e': 0.07580980435789034}",20,2,-13.72438259979395,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.07559289460184544}",25,11,27.605364115874874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.7, 'e': 0.07537783614444091}",25,14,22.472374498916235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 0.07516460280028289}",30,12,-47.01560368607058,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
178,False,"{'a': 0.7, 'e': 0.07495316889958614}",25,9,33.10890282324389,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.07474350927519359}",20,13,13.326365278035613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.07453559924999299}",20,0,18.715359999698578,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
181,False,"{'a': 0.7, 'e': 0.07432941462471664}",30,5,41.544466516428635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.07412493166611012}",25,16,12.602884314565774,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.07392212709545729}",25,19,8.97651211981975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.07372097807744857}",25,17,14.069638929382752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.07352146220938077}",20,10,10.840160437102405,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.07332355751067665}",30,19,20.38049732202942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
